Department,Population,Rates.Property.All,Rates.Property.Burglary,Rates.Property.Larceny,Rates.Property.Motor,Rates.Violent.All,Rates.Violent.Assault,Rates.Violent.Murder,Rates.Violent.Rape,Rates.Violent.Robbery,State,Totals.Property.All,Totals.Property.Burglary,Totals.Property.Larceny,Totals.Property.Motor,Totals.Violent.All,Totals.Violent.Assault,Totals.Violent.Murder,Totals.Violent.Rape,Totals.Violent.Robbery,Year
Winfield Police Dept,12069,4084.8,720.9,3272.8,91.1,339.7,240.3,0,91.1,8.3,Kansas,493,87,395,11,41,29,0,11,1,2004
Winfield Police Dept,12045,4333.7,838.5,3312.6,182.6,332.1,257.4,8.3,41.5,24.9,Kansas,522,101,399,22,40,31,1,5,3,2005
Winfield Police Dept,11945,4437,770.2,3457.5,209.3,351.6,259.5,0,92.1,0,Kansas,530,92,413,25,42,31,0,11,0,2006
Winfield Police Dept,11672,0,0,0,0,0,0,0,0,0,Kansas,497,75,399,23,47,39,0,5,3,2007
Winfield Police Dept,11458,0,0,0,0,0,0,0,0,0,Kansas,284,39,236,9,30,22,0,8,0,2008
Winfield Police Dept,11421,0,0,0,0,0,0,0,0,0,Kansas,51,7,40,4,11,9,1,1,0,2009
Winfield Police Dept,12301,3341.2,569.1,2633.9,138.2,341.4,276.4,0,32.5,32.5,Kansas,411,70,324,17,42,34,0,4,4,2010
Winfield Police Dept,12379,3602.9,719,2730.4,153.5,363.5,339.3,0,16.2,8.1,Kansas,446,89,338,19,45,42,0,2,1,2011
Winfield Police Dept,12351,0,0,0,0,0,0,0,0,0,Kansas,426,75,325,26,45,37,0,6,2,2012
Kansas City Police Dept,450489,8490.6,2482.2,5045.4,963,1590.9,947.2,19.5,82.6,541.6,Missouri,38249,11182,22729,4338,7167,4267,88,372,2440,1984
Kansas City Police Dept,444942,8676.2,2509.1,4919.3,1247.8,1800.7,1090.3,20.5,95.3,594.7,Missouri,38604,11164,21888,5552,8012,4851,91,424,2646,1985
Kansas City Police Dept,448237,9973.5,3017.4,5438,1518.2,2158,1261.6,25.9,102.6,767.9,Missouri,44705,13525,24375,6805,9673,5655,116,460,3442,1986
Kansas City Police Dept,444382,9981.1,3098,5451.2,1431.9,1895.4,1018.7,29.5,109.4,737.9,Missouri,44354,13767,24224,6363,8423,4527,131,486,3279,1987
Kansas City Police Dept,447461,10095,2996.7,5492.8,1605.5,1858.5,945.3,29.9,105.7,777.5,Missouri,45171,13409,24578,7184,8316,4230,134,473,3479,1988
Kansas City Police Dept,440435,10678.5,2748.2,5869.9,2060.5,2042.5,1027.4,31.8,115.1,868.2,Missouri,47032,12104,25853,9075,8996,4525,140,507,3824,1989
Kansas City Police Dept,434711,10402.5,2677.6,5343.6,2381.4,2550.4,1370.3,27.8,118.9,1033.3,Missouri,45221,11640,23229,10352,11087,5957,121,517,4492,1990
Kansas City Police Dept,438188,10365.6,2968.6,5140.9,2256.1,2832.8,1562.3,30.8,108.9,1130.8,Missouri,45421,13008,22527,9886,12413,6846,135,477,4955,1991
Kansas City Police Dept,441162,9619.8,2845,4951.9,1822.9,2854.7,1674.2,34,127.8,1018.7,Missouri,42439,12551,21846,8042,12594,7386,150,564,4494,1992
Kansas City Police Dept,435428,10151.9,2780.3,5422.5,1949.1,2517.3,1470.3,35.1,118.3,893.6,Missouri,44204,12106,23611,8487,10961,6402,153,515,3891,1993
Kansas City Police Dept,439089,10116.2,2723.4,5718.4,1674.4,2435.3,1442.5,32.3,111.6,848.8,Missouri,44419,11958,25109,7352,10693,6334,142,490,3727,1994
Kansas City Police Dept,445549,9615.3,2187.9,5903.1,1524.4,2184.7,1304.2,24,105.5,751,Missouri,42841,9748,26301,6792,9734,5811,107,470,3346,1995
Kansas City Police Dept,448474,9680.6,1995,6271,1414.6,1981.2,1223.7,23.2,91.9,642.4,Missouri,43415,8947,28124,6344,8885,5488,104,412,2881,1996
Kansas City Police Dept,452070,9056.6,1911.4,5502.2,1642.9,1895.5,1181.5,22.1,92.2,599.7,Missouri,40942,8641,24874,7427,8569,5341,100,417,2711,1997
Kansas City Police Dept,447730,10132.2,2346.1,6136.1,1650.1,1867.6,1159,29,85.3,594.3,Missouri,45365,10504,27473,7388,8362,5189,130,382,2661,1998
Kansas City Police Dept,443992,9881.7,1939.4,6422,1520.3,1749.1,1090.1,26.4,74.3,558.3,Missouri,43874,8611,28513,6750,7766,4840,117,330,2479,1999
Kansas City Police Dept,441545,9046.4,1712.6,5699.8,1634,1626.3,1017.6,25.6,70.2,513,Missouri,39944,7562,25167,7215,7181,4493,113,310,2265,2000
Kansas City Police Dept,444267,9651.4,1677.8,6105.8,1867.8,1593.9,966.1,23.2,71.8,532.8,Missouri,42878,7454,27126,8298,7081,4292,103,319,2367,2001
Kansas City Police Dept,447650,8687.1,1782.2,5397.3,1507.7,1352.4,817.6,18.5,67,449.2,Missouri,38888,7978,24161,6749,6054,3660,83,300,2011,2002
Kansas City Police Dept,445965,7953.3,1546.3,5151.3,1255.7,1379.3,868,18.4,69.1,423.8,Missouri,35469,6896,22973,5600,6151,3871,82,308,1890,2003
Kansas City Police Dept,446659,7850.7,1556.4,5104.6,1189.7,1443.8,922.6,19.9,70.7,430.5,Missouri,35066,6952,22800,5314,6449,4121,89,316,1923,2004
Kansas City Police Dept,447915,7774.2,1658.6,4823,1292.7,1459.2,918.7,28.1,65.9,446.5,Missouri,34822,7429,21603,5790,6536,4115,126,295,2000,2005
Kansas City Police Dept,448218,6937.5,1650.8,4057.4,1229.3,1443.7,891.1,25,71.6,456,Missouri,31095,7399,18186,5510,6471,3994,112,321,2044,2006
Kansas City Police Dept,447725,7413.9,1743.3,4316.7,1354,1871.7,1220.6,20.1,104.3,526.7,Missouri,33194,7805,19327,6062,8380,5465,90,467,2358,2007
Kansas City Police Dept,451454,6263.5,1654,3646.7,962.9,1388.6,845.3,25.5,54.9,462.9,Missouri,28277,7467,16463,4347,6269,3816,115,248,2090,2008
Kansas City Police Dept,484684,5507.7,1491.9,3288.1,727.7,1300.4,816.4,20.6,56.9,406.5,Missouri,26695,7231,15937,3527,6303,3957,100,276,1970,2009
Kansas City Police Dept,459787,5915.3,1563.1,3647.8,704.5,1227.3,789.3,22.2,52.4,363.4,Missouri,27198,7187,16772,3239,5643,3629,102,241,1671,2010
Kansas City Police Dept,461458,5535.7,1484,3316.7,735.1,1199.7,758,23.4,57.4,360.8,Missouri,25545,6848,15305,3392,5536,3498,108,265,1665,2011
Kansas City Police Dept,464073,5525.4,1500.6,3251.2,773.6,1263.2,832.6,22.6,53,354.9,Missouri,25642,6964,15088,3590,5862,3864,105,246,1647,2012
Shively Police Dept,16210,5576.8,1579.3,3189.4,808.1,845.2,215.9,12.3,18.5,598.4,Kentucky,904,256,517,131,137,35,2,3,97,2008
Shively Police Dept,16816,4341.1,1349.9,2521.4,469.8,481.7,130.8,0,17.8,333,Kentucky,730,227,424,79,81,22,0,3,56,2009
Shively Police Dept,15264,4527,1297.2,2673,556.9,596.2,137.6,6.6,32.8,419.3,Kentucky,691,198,408,85,91,21,1,5,64,2010
Shively Police Dept,15369,4684.8,1685.2,2518.1,481.5,546.6,156.2,13,71.6,305.8,Kentucky,720,259,387,74,84,24,2,11,47,2011
Shively Police Dept,15422,4266.6,1433,2477,356.6,544.7,103.7,38.9,45.4,356.6,Kentucky,658,221,382,55,84,16,6,7,55,2012
Somerset Police Dept,10886,3940.8,1019.7,2866.1,55.1,36.7,36.7,0,0,0,Kentucky,429,111,312,6,4,4,0,0,0,1984
Somerset Police Dept,10894,3368.8,908.8,2203,257,36.7,27.5,0,0,9.2,Kentucky,367,99,240,28,4,3,0,0,1,1985
Somerset Police Dept,11315,3349.5,662.8,2527.6,159.1,150.2,114.9,0,17.7,17.7,Kentucky,379,75,286,18,17,13,0,2,2,1986
Somerset Police Dept,12092,4234.2,752.6,3341.1,140.6,256.4,198.5,8.3,16.5,33.1,Kentucky,512,91,404,17,31,24,1,2,4,1987
Somerset Police Dept,12122,0,0,0,0,0,0,0,0,0,Kentucky,393,42,336,15,33,31,0,0,2,1989
Somerset Police Dept,10733,5245.5,680.1,4323.1,242.2,670.8,605.6,0,18.6,46.6,Kentucky,563,73,464,26,72,65,0,2,5,1990
Somerset Police Dept,10813,5410.2,758.3,4328.1,323.7,480.9,406.9,0,27.7,46.2,Kentucky,585,82,468,35,52,44,0,3,5,1991
Somerset Police Dept,10935,4645.6,704.2,3767.7,173.8,576.1,530.4,0,18.3,27.4,Kentucky,508,77,412,19,63,58,0,2,3,1992
Somerset Police Dept,11400,4693,736.8,3728.1,228.1,605.3,508.8,0,52.6,43.9,Kentucky,535,84,425,26,69,58,0,6,5,1993
Somerset Police Dept,11514,5775.6,998.8,4464.1,312.7,1016.2,929.3,0,26.1,60.8,Kentucky,665,115,514,36,117,107,0,3,7,1994
Somerset Police Dept,12183,6369.5,771.6,5343.5,254.5,418.6,328.3,8.2,41,41,Kentucky,776,94,651,31,51,40,1,5,5,1995
Somerset Police Dept,11866,6194.2,893.3,4972.2,328.7,210.7,118,0,25.3,67.4,Kentucky,735,106,590,39,25,14,0,3,8,2004
Somerset Police Dept,12051,5518.2,970.9,4273.5,273.8,390,207.5,0,33.2,149.4,Kentucky,665,117,515,33,47,25,0,4,18,2005
Somerset Police Dept,12231,3687.4,695,2927,65.4,335.2,163.5,8.2,40.9,122.6,Kentucky,451,85,358,8,41,20,1,5,15,2006
Somerset Police Dept,12344,4633.8,721,3791.3,121.5,218.7,105.3,0,48.6,64.8,Kentucky,572,89,468,15,27,13,0,6,8,2007
Somerset Police Dept,12438,5426.9,755.7,4518.4,152.8,201,88.4,0,16.1,96.5,Kentucky,675,94,562,19,25,11,0,2,12,2008
Somerset Police Dept,12570,4152.7,564.8,3484.5,103.4,302.3,127.3,8,63.6,103.4,Kentucky,522,71,438,13,38,16,1,8,13,2009
Somerset Police Dept,11196,6145.1,1009.3,4992.9,142.9,294.7,44.7,0,71.5,178.6,Kentucky,688,113,559,16,33,5,0,8,20,2010
Somerset Police Dept,11273,6191.8,1011.3,5074.1,106.4,230.6,62.1,8.9,53.2,106.4,Kentucky,698,114,572,12,26,7,1,6,12,2011
Somerset Police Dept,11325,5483.4,759.4,4565.1,158.9,317.9,106,0,79.5,132.5,Kentucky,621,86,517,18,36,12,0,9,15,2012
St. Matthews Police Dept,14368,6403.1,981.3,5136.4,285.4,181,90.5,0,0,90.5,Kentucky,920,141,738,41,26,13,0,0,13,1984
St. Matthews Police Dept,14379,5049,883.2,3957.2,208.6,132.1,41.7,0,13.9,76.5,Kentucky,726,127,569,30,19,6,0,2,11,1985
St. Matthews Police Dept,14094,5960,1121,4399,439.9,163.2,7.1,0,21.3,134.8,Kentucky,840,158,620,62,23,1,0,3,19,1986
St. Matthews Police Dept,13922,5652.9,581.8,4618.6,452.5,366.3,150.8,7.2,7.2,201.1,Kentucky,787,81,643,63,51,21,1,1,28,1987
St. Matthews Police Dept,13923,6133.7,1142,4675.7,316,251.4,100.6,0,7.2,143.6,Kentucky,854,159,651,44,35,14,0,1,20,1989
St. Matthews Police Dept,15800,5531.6,936.7,4303.8,291.1,227.8,151.9,6.3,6.3,63.3,Kentucky,874,148,680,46,36,24,1,1,10,1990
St. Matthews Police Dept,15918,4950.4,948.6,3763,238.7,414.6,289,0,18.8,106.8,Kentucky,788,151,599,38,66,46,0,3,17,1991
St. Matthews Police Dept,16098,4696.2,639.8,3776.9,279.5,391.4,211.2,0,31.1,149.1,Kentucky,756,103,608,45,63,34,0,5,24,1992
St. Matthews Police Dept,15911,4707.4,754.2,3469.3,483.9,314.2,144.6,6.3,6.3,157.1,Kentucky,749,120,552,77,50,23,1,1,25,1993
St. Matthews Police Dept,16070,4405.7,672.1,3435,298.7,311.1,174.2,0,18.7,118.2,Kentucky,708,108,552,48,50,28,0,3,19,1994
St. Matthews Police Dept,15644,5350.3,607.3,4391.5,351.6,204.6,25.6,0,25.6,153.4,Kentucky,837,95,687,55,32,4,0,4,24,1995
St. Matthews Police Dept,17560,4219.8,649.2,3399.8,170.8,461.3,336,0,11.4,113.9,Kentucky,741,114,597,30,81,59,0,2,20,2004
St. Matthews Police Dept,17489,0,0,0,0,0,0,0,0,0,Kentucky,3,0,3,0,0,0,0,0,0,2005
St. Matthews Police Dept,17444,4700.8,642.1,3806.5,252.2,189.2,68.8,0,5.7,114.7,Kentucky,820,112,664,44,33,12,0,1,20,2006
St. Matthews Police Dept,17676,4118.6,724.1,3179.5,215,254.6,84.9,0,11.3,158.4,Kentucky,728,128,562,38,45,15,0,2,28,2007
St. Matthews Police Dept,18279,4228.9,481.4,3566.9,180.5,279,76.6,0,10.9,191.5,Kentucky,773,88,652,33,51,14,0,2,35,2008
St. Matthews Police Dept,18871,4122.7,604.1,3391.4,127.2,143.1,15.9,0,21.2,106,Kentucky,778,114,640,24,27,3,0,4,20,2009
St. Matthews Police Dept,17472,4269.7,709.7,3416.9,143.1,154.5,63,0,5.7,85.9,Kentucky,746,124,597,25,27,11,0,1,15,2010
St. Matthews Police Dept,17593,3876.5,727.6,3018.2,130.7,181.9,85.3,0,5.7,90.9,Kentucky,682,128,531,23,32,15,0,1,16,2011
St. Matthews Police Dept,17651,4039.4,719.5,3201,119,226.6,34,0,22.7,170,Kentucky,713,127,565,21,40,6,0,4,30,2012
Warren County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Kentucky,367,140,204,23,13,13,0,0,0,1984
Warren County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Kentucky,300,110,176,14,8,7,1,0,0,1985
Warren County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Kentucky,319,105,197,17,13,12,0,0,1,1986
Warren County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Kentucky,94,29,59,6,0,0,0,0,0,1987
Warren County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Kentucky,37,10,26,1,1,0,0,0,1,1989
Warren County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Kentucky,180,72,106,2,3,3,0,0,0,1990
Warren County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Kentucky,151,64,82,5,1,0,0,0,1,1991
Warren County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Kentucky,89,29,59,1,0,0,0,0,0,1992
Warren County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Kentucky,79,20,57,2,0,0,0,0,0,1993
Warren County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Kentucky,274,70,184,20,6,6,0,0,0,2005
Warren County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Kentucky,584,161,390,33,17,15,0,0,2,2006
Warren County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Kentucky,538,152,360,26,22,18,0,2,2,2007
Warren County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Kentucky,486,138,319,29,14,10,0,1,3,2008
Warren County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Kentucky,471,191,251,29,17,12,0,5,0,2009
Warren County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Kentucky,438,171,236,31,24,14,0,7,3,2010
Warren County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Kentucky,408,130,260,18,26,20,0,2,4,2011
Warren County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Kentucky,452,150,272,30,20,12,0,6,2,2012
Whitley County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Kentucky,12,2,7,3,1,0,0,0,1,1984
Whitley County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Kentucky,44,15,19,10,1,0,0,1,0,1985
Whitley County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Kentucky,47,16,21,10,1,1,0,0,0,1986
Whitley County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Kentucky,6,5,0,1,9,9,0,0,0,1987
Whitley County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Kentucky,0,0,0,0,0,0,0,0,0,1989
Whitley County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Kentucky,33,12,16,5,2,2,0,0,0,1990
Whitley County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Kentucky,63,25,34,4,1,1,0,0,0,1991
Whitley County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Kentucky,41,23,17,1,0,0,0,0,0,1992
Whitley County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Kentucky,62,45,13,4,3,2,0,1,0,1993
Whitley County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Kentucky,80,41,30,9,6,4,0,0,2,1994
Whitley County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Kentucky,119,57,47,15,1,1,0,0,0,1995
Whitley County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Kentucky,2,0,2,0,0,0,0,0,0,2004
Whitley County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Kentucky,105,43,46,16,1,1,0,0,0,2005
Whitley County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Kentucky,94,35,46,13,1,1,0,0,0,2006
Whitley County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Kentucky,113,37,58,18,2,1,0,0,1,2007
Whitley County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Kentucky,108,47,44,17,2,2,0,0,0,2008
Whitley County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Kentucky,200,118,64,18,8,7,0,0,1,2011
Whitley County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Kentucky,152,94,45,13,17,11,1,1,4,2012
Winchester Police Dept,15654,3264.3,383.3,2708.6,172.5,115,31.9,0,25.6,57.5,Kentucky,511,60,424,27,18,5,0,4,9,1984
Winchester Police Dept,15666,3523.6,549,2776.7,197.9,134,89.4,6.4,19.1,19.1,Kentucky,552,86,435,31,21,14,1,3,3,1985
Winchester Police Dept,16035,4097.3,474,3479.9,143.4,118.5,87.3,6.2,6.2,18.7,Kentucky,657,76,558,23,19,14,1,1,3,1986
Winchester Police Dept,16123,3758.6,576.8,3032.9,148.9,440.4,409.4,6.2,12.4,12.4,Kentucky,606,93,489,24,71,66,1,2,2,1987
Winchester Police Dept,17046,3942.3,498.7,3220.7,222.9,258.1,211.2,5.9,0,41.1,Kentucky,672,85,549,38,44,36,1,0,7,1989
Winchester Police Dept,15799,3880,424.1,3171.1,284.8,525.3,417.7,6.3,19,82.3,Kentucky,613,67,501,45,83,66,1,3,13,1990
Winchester Police Dept,15917,3329.8,559.2,2657.5,113.1,490,420.9,6.3,12.6,50.3,Kentucky,530,89,423,18,78,67,1,2,8,1991
Winchester Police Dept,16097,3180.7,366.5,2646.5,167.7,379,341.7,0,6.2,31.1,Kentucky,512,59,426,27,61,55,0,1,5,1992
Winchester Police Dept,16745,3141.2,483.7,2466.4,191.1,513.6,447.9,0,29.9,35.8,Kentucky,526,81,413,32,86,75,0,5,6,1993
Winchester Police Dept,16912,3441.3,372.5,2861.9,207,496.7,396.2,0,17.7,82.8,Kentucky,582,63,484,35,84,67,0,3,14,1994
Winchester Police Dept,17064,0,0,0,0,0,0,0,0,0,Kentucky,706,72,596,38,48,38,0,8,2,1995
Winchester Police Dept,16490,5081.9,964.2,3784.1,333.5,266.8,145.5,0,12.1,109.2,Kentucky,838,159,624,55,44,24,0,2,18,2004
Winchester Police Dept,16521,5235.8,968.5,3994.9,272.4,260.3,127.1,0,42.4,90.8,Kentucky,865,160,660,45,43,21,0,7,15,2005
Winchester Police Dept,16623,5420.2,1329.5,3808,282.7,367,246.6,0,42.1,78.2,Kentucky,901,221,633,47,61,41,0,7,13,2006
Winchester Police Dept,16515,4692.7,1029.4,3524.1,139.3,181.7,102.9,6.1,18.2,54.5,Kentucky,775,170,582,23,30,17,1,3,9,2007
Winchester Police Dept,16555,3890.1,706.7,3122.9,60.4,247.7,145,12.1,30.2,60.4,Kentucky,644,117,517,10,41,24,2,5,10,2008
Winchester Police Dept,16583,4486.5,964.8,3389,132.7,174.9,66.3,0,18.1,90.5,Kentucky,744,160,562,22,29,11,0,3,15,2009
Winchester Police Dept,18368,4578.6,1088.9,3386.3,103.4,413.8,266.8,10.9,21.8,114.3,Kentucky,841,200,622,19,76,49,2,4,21,2010
Winchester Police Dept,18495,5277.1,1135.4,4087.6,54.1,794.8,573.1,10.8,37.8,173,Kentucky,976,210,756,10,147,106,2,7,32,2011
Winchester Police Dept,18374,5295.5,914.3,4185.3,195.9,288.5,141.5,21.8,43.5,81.6,Kentucky,973,168,769,36,53,26,4,8,15,2012
Vernon Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,685,129,537,19,186,166,6,6,8,1997
Vernon Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,749,184,546,19,233,218,4,5,6,1998
Vernon Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,741,155,553,33,188,167,4,7,10,1999
Vernon Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,642,113,509,20,185,170,2,10,3,2000
Vernon Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,674,134,519,21,158,140,1,9,8,2001
Vernon Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,132,11,115,6,27,25,0,0,2,2002
Vernon Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,374,47,309,18,75,63,0,9,3,2003
Vernon Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,567,79,468,20,111,102,4,4,1,2004
Vernon Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,574,102,450,22,95,81,0,11,3,2005
Vernon Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,533,140,366,27,199,185,3,10,1,2006
Vernon Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,638,136,472,30,233,221,1,6,5,2007
Vernon Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,575,84,474,17,160,146,0,7,7,2008
Vernon Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,641,35,565,41,119,105,1,12,1,2009
Vernon Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,620,32,562,26,116,103,1,9,3,2010
Vernon Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,715,27,640,48,116,101,3,10,2,2011
Vernon Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,713,53,586,74,84,68,1,11,4,2012
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,409,158,236,15,86,68,4,11,3,1984
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,400,128,253,19,81,66,1,9,5,1985
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,517,170,310,37,82,67,0,12,3,1986
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,563,215,320,28,88,64,2,13,9,1987
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,523,140,372,11,74,57,1,12,4,1988
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,186,64,118,4,49,42,0,4,3,1989
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,576,218,339,19,57,52,0,4,1,1990
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,261,108,146,7,27,21,0,3,3,1991
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,225,38,173,14,19,19,0,0,0,1992
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,357,121,235,1,28,23,1,0,4,1993
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,507,203,282,22,68,60,1,3,4,1994
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,479,187,253,39,104,92,1,3,8,1995
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,277,105,157,15,72,67,3,2,0,1996
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,312,127,184,1,41,38,0,2,1,1997
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,405,158,244,3,46,41,0,1,4,1998
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,408,173,214,21,72,71,0,0,1,1999
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,343,137,178,28,57,48,0,2,7,2000
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,246,91,141,14,55,48,0,0,7,2001
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,240,112,110,18,49,41,0,2,6,2002
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,339,112,193,34,53,32,3,6,12,2003
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,425,118,285,22,57,30,0,9,18,2004
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,352,113,216,23,44,27,2,2,13,2005
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,672,165,437,70,106,93,1,8,4,2006
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,774,151,534,89,185,146,3,24,12,2007
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,687,202,435,50,134,105,5,9,15,2008
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,665,208,412,45,141,81,4,35,21,2009
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,786,316,423,47,92,65,2,14,11,2010
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,954,330,587,37,139,109,2,13,15,2011
Washington Parish Sheriff Department,0,0,0,0,0,0,0,0,0,0,Louisiana,838,263,536,39,89,74,2,10,3,2012
West Monroe Police Dept,15789,5358.2,703,4515.8,139.3,481.3,399,0,19,63.3,Louisiana,846,111,713,22,76,63,0,3,10,1984
West Monroe Police Dept,15853,5607.8,832.6,4623.7,151.4,359.6,290.2,6.3,25.2,37.8,Louisiana,889,132,733,24,57,46,1,4,6,1985
West Monroe Police Dept,16221,6053.9,967.9,4975,111,413,320.6,6.2,49.3,37,Louisiana,982,157,807,18,67,52,1,8,6,1986
West Monroe Police Dept,16392,6070,1146.9,4758.4,164.7,286.7,207.4,0,24.4,54.9,Louisiana,995,188,780,27,47,34,0,4,9,1987
West Monroe Police Dept,16434,6297.9,1198.7,4953.1,146,389.4,298.2,6.1,30.4,54.8,Louisiana,1035,197,814,24,64,49,1,5,9,1988
West Monroe Police Dept,19237,0,0,0,0,0,0,0,0,0,Louisiana,1161,202,920,39,66,47,1,5,13,1989
West Monroe Police Dept,14096,8754.3,1213.1,7165.2,376,510.8,432.7,0,35.5,42.6,Louisiana,1234,171,1010,53,72,61,0,5,6,1990
West Monroe Police Dept,14202,8484.7,964.7,7062.4,457.7,514,415.4,0,70.4,28.2,Louisiana,1205,137,1003,65,73,59,0,10,4,1991
West Monroe Police Dept,14318,9051.5,1138.4,7284.5,628.6,670.5,544.8,7,48.9,69.8,Louisiana,1296,163,1043,90,96,78,1,7,10,1992
West Monroe Police Dept,14929,8553.8,890.9,7261,401.9,589.5,502.4,13.4,40.2,33.5,Louisiana,1277,133,1084,60,88,75,2,6,5,1993
West Monroe Police Dept,14998,8221.1,913.5,6807.6,500.1,680.1,600.1,6.7,20,53.3,Louisiana,1233,137,1021,75,102,90,1,3,8,1994
West Monroe Police Dept,14439,8200,748,7057.3,394.8,644.1,498.6,0,41.6,103.9,Louisiana,1184,108,1019,57,93,72,0,6,15,1995
